TIME	Signal
2001-01-01	-1.330832726
2001-01-02	3.693391893
2001-01-03	1.017960336
2001-01-04	8.119075489
2001-01-05	10.4314408
2001-01-06	7.880346193
2001-01-07	-3.277189899
2001-01-08	6.106955806
2001-01-09	1.04420569
2001-01-10	8.502394534
2001-01-11	7.935798667
2001-01-12	12.83275836
2001-01-13	8.125424725
2001-01-14	11.13330235
2001-01-15	8.139339478
2001-01-16	7.611178203
2001-01-17	8.162806036
2001-01-18	12.18191804
2001-01-19	15.55072854
2001-01-20	9.350484972
2001-01-21	14.9133596
2001-01-22	8.465185893
2001-01-23	9.992369654
2001-01-24	20.9273156
2001-01-25	13.53736331
2001-01-26	19.07467944
2001-01-27	19.91432541
2001-01-28	17.91175731
2001-01-29	17.79324785
2001-01-30	17.59102203
2001-01-31	20.9099035
2001-02-01	28.70845199
2001-02-02	23.40521121
2001-02-03	25.55950056
2001-02-04	16.11457422
2001-02-05	18.82904959
2001-02-06	24.77954636
2001-02-07	25.1857042
2001-02-08	16.48654407
2001-02-09	16.15019932
2001-02-10	26.59093471
2001-02-11	19.35311335
2001-02-12	24.98221301
2001-02-13	18.44865474
2001-02-14	21.44802345
2001-02-15	19.77930589
2001-02-16	19.21246867
2001-02-17	19.66059281
2001-02-18	23.9569263
2001-02-19	20.43624274
2001-02-20	21.5749248
2001-02-21	15.73614123
2001-02-22	17.84432765
2001-02-23	20.80410934
2001-02-24	14.33713318
2001-02-25	14.0990817
2001-02-26	10.59229211
2001-02-27	14.66533009
2001-02-28	12.78737404
2001-03-01	20.23699811
2001-03-02	16.24519136
2001-03-03	15.20420478
2001-03-04	19.80518693
2001-03-05	20.88583025
2001-03-06	15.90251359
2001-03-07	11.51182603
2001-03-08	13.6613953
2001-03-09	13.22159095
2001-03-10	16.19289544
2001-03-11	18.57730751
2001-03-12	19.65221813
2001-03-13	15.73940409
2001-03-14	15.50197969
2001-03-15	14.12071464
2001-03-16	19.07864227
2001-03-17	11.36710109
2001-03-18	11.01878145
2001-03-19	18.02079431
2001-03-20	11.04259476
2001-03-21	10.82450439
2001-03-22	18.29762686
2001-03-23	15.73683956
2001-03-24	13.28155497
2001-03-25	10.57192291
2001-03-26	14.7572835
2001-03-27	11.21650749
2001-03-28	14.46408724
2001-03-29	16.91661685
2001-03-30	5.138054139
2001-03-31	20.71964495
2001-04-01	25.8966694
2001-04-02	19.70536277
2001-04-03	16.51929566
2001-04-04	19.38878796
2001-04-05	16.31060803
2001-04-06	21.01315409
2001-04-07	15.0509059
2001-04-08	22.62332123
2001-04-09	23.25785281
2001-04-10	24.65318615
2001-04-11	23.00636883
2001-04-12	28.52256565
2001-04-13	28.87775767
2001-04-14	24.145274
2001-04-15	26.3331119
2001-04-16	25.11718527
2001-04-17	15.63789146
2001-04-18	28.4746042
2001-04-19	28.06783359
2001-04-20	21.24782719
2001-04-21	22.59745472
2001-04-22	31.32476653
2001-04-23	34.81185031
2001-04-24	35.92694272
2001-04-25	25.57356405
2001-04-26	31.92861006
2001-04-27	32.87275916
2001-04-28	32.13825702
2001-04-29	33.8730824
2001-04-30	36.11005182
2001-05-01	36.15350618
2001-05-02	29.44272855
2001-05-03	33.48549241
2001-05-04	37.71006498
2001-05-05	41.27014574
2001-05-06	42.71747177
2001-05-07	35.21456905
2001-05-08	47.14717813
2001-05-09	45.71846985
2001-05-10	43.27594649
2001-05-11	46.70573674
2001-05-12	47.94436855
2001-05-13	52.89579271
2001-05-14	48.3708944
2001-05-15	51.36599746
2001-05-16	52.58320082
2001-05-17	56.33190567
2001-05-18	51.67605356
2001-05-19	46.9927811
2001-05-20	50.3036534
2001-05-21	53.17964756
2001-05-22	52.65104563
2001-05-23	50.62453197
2001-05-24	51.24099432
2001-05-25	56.42321199
2001-05-26	51.61266068
2001-05-27	55.64753968
2001-05-28	59.91573972
2001-05-29	53.92444556
2001-05-30	56.42193069
2001-05-31	53.23228921
2001-06-01	50.96577701
2001-06-02	52.71538023
2001-06-03	56.18513345
2001-06-04	53.5139906
2001-06-05	48.34100474
2001-06-06	57.49692771
2001-06-07	56.99255596
2001-06-08	58.25696299
2001-06-09	61.5620371
2001-06-10	60.62420867
2001-06-11	50.03244556
2001-06-12	54.31506005
2001-06-13	52.91785277
2001-06-14	48.83206072
2001-06-15	59.01059926
2001-06-16	56.61259415
2001-06-17	54.66107926
2001-06-18	50.17950013
2001-06-19	54.64383037
2001-06-20	53.47350568
2001-06-21	58.55553484
2001-06-22	60.7975215
2001-06-23	53.71612829
2001-06-24	58.79485378
2001-06-25	57.61847954
2001-06-26	51.8976109
2001-06-27	45.19207658
2001-06-28	46.16472818
2001-06-29	51.38273659
2001-06-30	49.36852721
2001-07-01	55.85405958
2001-07-02	50.4086376
2001-07-03	45.83396505
2001-07-04	54.03617142
2001-07-05	51.43317235
2001-07-06	53.14183022
2001-07-07	41.61668135
2001-07-08	53.8307383
2001-07-09	51.58964996
2001-07-10	50.91109823
2001-07-11	49.87679917
2001-07-12	49.62160923
2001-07-13	45.27764703
2001-07-14	49.06517854
2001-07-15	48.14931278
2001-07-16	52.69115091
2001-07-17	49.65478428
2001-07-18	46.8365856
2001-07-19	47.78140654
2001-07-20	51.86666783
2001-07-21	51.71801467
2001-07-22	53.39570027
2001-07-23	53.6077496
2001-07-24	47.9727723
2001-07-25	53.21230101
2001-07-26	50.37155953
2001-07-27	54.11559631
2001-07-28	48.75525872
2001-07-29	52.27646594
2001-07-30	51.05469681
2001-07-31	56.92113995
2001-08-01	56.91981514
2001-08-02	61.13355777
2001-08-03	63.05735409
2001-08-04	57.34852769
2001-08-05	59.32541621
2001-08-06	53.42443935
2001-08-07	57.27806802
2001-08-08	61.55841403
2001-08-09	57.3736458
2001-08-10	57.45240075
2001-08-11	58.53035679
2001-08-12	66.06115171
2001-08-13	65.17133633
2001-08-14	69.68344732
2001-08-15	60.87376137
2001-08-16	59.55421031
2001-08-17	60.20632364
2001-08-18	52.60861603
2001-08-19	71.17665144
2001-08-20	62.89901386
2001-08-21	72.14812628
2001-08-22	75.40926948
2001-08-23	69.50088095
2001-08-24	69.22961795
2001-08-25	71.73869688
2001-08-26	74.83510698
2001-08-27	77.34833748
2001-08-28	72.54040142
2001-08-29	76.94156947
2001-08-30	71.3535446
2001-08-31	76.55063475
2001-09-01	79.61372825
2001-09-02	76.83304563
2001-09-03	70.97563945
2001-09-04	79.10676614
2001-09-05	78.26502086
2001-09-06	78.06243746
2001-09-07	78.8157442
2001-09-08	75.47608013
2001-09-09	83.00181775
2001-09-10	81.79549614
2001-09-11	82.75062121
2001-09-12	87.34197699
2001-09-13	92.19788545
2001-09-14	86.76690951
2001-09-15	86.50385269
2001-09-16	92.97644053
2001-09-17	89.56479498
2001-09-18	94.54830539
2001-09-19	95.65172013
2001-09-20	93.21997554
2001-09-21	85.28953267
2001-09-22	86.22356084
2001-09-23	94.45548999
2001-09-24	86.58247055
2001-09-25	93.14695513
2001-09-26	92.28451723
2001-09-27	88.61666378
2001-09-28	89.8400363
2001-09-29	92.39751227
2001-09-30	91.25817352
2001-10-01	88.28450178
2001-10-02	88.63253366
2001-10-03	90.95905232
2001-10-04	85.69495088
2001-10-05	95.79716432
2001-10-06	94.98254246
2001-10-07	92.79357836
2001-10-08	98.69582959
2001-10-09	92.51083399
2001-10-10	97.58755671
2001-10-11	94.87604267
2001-10-12	81.10728467
2001-10-13	85.99241064
2001-10-14	96.91419975
2001-10-15	87.30922972
2001-10-16	85.5130706
2001-10-17	93.8831917
2001-10-18	87.15751085
2001-10-19	88.47710169
2001-10-20	85.98339273
2001-10-21	89.0374232
2001-10-22	93.24740298
2001-10-23	86.68033895
2001-10-24	93.4540391
2001-10-25	93.32316114
2001-10-26	87.10752045
2001-10-27	84.93026392
2001-10-28	87.77206722
2001-10-29	87.13343534
2001-10-30	86.41981562
2001-10-31	96.78930024
2001-11-01	90.12646202
2001-11-02	90.47618118
2001-11-03	91.16455903
2001-11-04	86.64267477
2001-11-05	92.36208801
2001-11-06	93.7206776
2001-11-07	86.10840857
2001-11-08	78.65064542
2001-11-09	86.93147296
2001-11-10	85.35022277
2001-11-11	90.05219874
2001-11-12	90.87643379
2001-11-13	80.08744365
2001-11-14	87.81348573
2001-11-15	89.48166972
2001-11-16	84.43143099
2001-11-17	88.37798292
2001-11-18	84.56088591
2001-11-19	85.03993729
2001-11-20	81.89394025
2001-11-21	85.09823801
2001-11-22	87.49177772
2001-11-23	85.33661088
2001-11-24	89.07764302
2001-11-25	81.52366739
2001-11-26	92.94378347
2001-11-27	94.50794702
2001-11-28	92.80011417
2001-11-29	90.59117215
2001-11-30	88.99417917
2001-12-01	87.46132827
2001-12-02	88.52989241
2001-12-03	96.96795619
2001-12-04	93.46729277
2001-12-05	89.59773724
2001-12-06	91.04451286
2001-12-07	96.85198879
2001-12-08	98.38852338
2001-12-09	100.0330787
2001-12-10	92.63855117
2001-12-11	100.4815693
2001-12-12	95.46762922
2001-12-13	100.7411163
2001-12-14	99.80193207
2001-12-15	102.7285761
2001-12-16	107.6498764
2001-12-17	106.4866699
2001-12-18	110.0075665
2001-12-19	104.2867355
2001-12-20	106.2076746
2001-12-21	105.3935234
2001-12-22	105.3153507
2001-12-23	101.4260593
2001-12-24	110.740601
2001-12-25	104.6226301
2001-12-26	103.2030499
2001-12-27	113.325189
2001-12-28	115.1240014
2001-12-29	113.7033772
2001-12-30	116.9325711
2001-12-31	113.9103537
2002-01-01	116.0648353
2002-01-02	115.260625
2002-01-03	121.1677524
2002-01-04	121.1546188
2002-01-05	111.7324615
2002-01-06	122.8911065
2002-01-07	115.4401853
2002-01-08	117.0807263
2002-01-09	117.3951824
2002-01-10	121.9756051
2002-01-11	121.1258704
2002-01-12	126.1197552
2002-01-13	124.0081664
2002-01-14	119.7271872
2002-01-15	125.4230669
2002-01-16	120.9542404
2002-01-17	125.2321805
2002-01-18	121.17533
2002-01-19	128.8232818
2002-01-20	126.3497201
2002-01-21	126.9051959
2002-01-22	132.3265257
2002-01-23	120.3323698
2002-01-24	129.3413708
2002-01-25	127.9536565
2002-01-26	122.692205
2002-01-27	130.5243804
2002-01-28	130.7677064
2002-01-29	122.870186
2002-01-30	127.7793027
2002-01-31	125.8921162
2002-02-01	128.0328812
2002-02-02	132.8141965
2002-02-03	130.232563
2002-02-04	130.4857834
2002-02-05	130.0275262
2002-02-06	127.5437327
2002-02-07	119.2299548
2002-02-08	129.1067009
2002-02-09	122.4912894
2002-02-10	124.7939788
2002-02-11	125.14665
2002-02-12	127.2786265
2002-02-13	124.286342
2002-02-14	128.4773953
2002-02-15	128.604596
2002-02-16	124.0482269
2002-02-17	127.4836703
2002-02-18	119.6208905
2002-02-19	126.8139416
2002-02-20	126.0556099
2002-02-21	117.1586205
2002-02-22	124.9712344
2002-02-23	123.2501829
2002-02-24	127.5523316
2002-02-25	116.9415439
2002-02-26	123.7074503
2002-02-27	125.407828
2002-02-28	115.2868426
2002-03-01	119.9786128
2002-03-02	123.1383518
2002-03-03	116.2269417
2002-03-04	114.9484008
2002-03-05	122.2405402
2002-03-06	123.3811967
2002-03-07	120.2569166
2002-03-08	124.3818313
2002-03-09	123.4076167
2002-03-10	120.8615613
2002-03-11	125.2983746
2002-03-12	123.9367661
2002-03-13	119.6402121
2002-03-14	126.1320388
2002-03-15	122.0177342
2002-03-16	120.8253347
2002-03-17	123.8033029
2002-03-18	129.8705992
2002-03-19	125.5585514
2002-03-20	129.8351553
2002-03-21	124.3041663
2002-03-22	126.9274207
2002-03-23	132.1917808
2002-03-24	123.027072
2002-03-25	127.9718994
2002-03-26	121.4565137
2002-03-27	129.0500522
2002-03-28	129.4690484
2002-03-29	118.6748909
2002-03-30	129.1734025
2002-03-31	135.1805516
2002-04-01	133.0045012
2002-04-02	133.3504397
2002-04-03	124.8555758
2002-04-04	130.674327
2002-04-05	135.5607851
2002-04-06	130.5863637
2002-04-07	139.4987674
2002-04-08	142.4171542
2002-04-09	134.2923979
2002-04-10	133.6749029
2002-04-11	133.1278965
2002-04-12	136.8090731
2002-04-13	136.3562142
2002-04-14	142.8167318
2002-04-15	134.7434147
2002-04-16	141.652895
2002-04-17	138.2330376
2002-04-18	145.4377823
2002-04-19	145.264875
2002-04-20	142.9906484
2002-04-21	139.3847352
2002-04-22	144.0408184
2002-04-23	146.7531546
2002-04-24	139.37531
2002-04-25	148.0899282
2002-04-26	148.7126034
2002-04-27	155.7724802
2002-04-28	151.6822875
2002-04-29	149.267181
2002-04-30	145.613166
2002-05-01	153.632297
2002-05-02	151.923939
2002-05-03	152.9632268
2002-05-04	150.012689
2002-05-05	159.0575243
2002-05-06	154.1574975
2002-05-07	155.0155888
2002-05-08	156.0323941
2002-05-09	159.2870469
2002-05-10	152.9688909
2002-05-11	162.6775029
2002-05-12	159.9363094
2002-05-13	167.4861035
2002-05-14	160.4539323
2002-05-15	161.5209768
